,Unnamed: 0,ImageId,No. Mask,Otsu,"BW:1, Colour:0","class: colour=0, BW=1, BW/light=2",Dimension,IoU RW,IoU Ncut,IoU Felzen,IoU U-Net
128,128,28d33efef218392e79e385906deb88055d94b65ad217de78c07e85476f80f45a,39,0.05536917892156865,1,1,"(360, 360, 3)",0.3243244602237699,0.0,0.3841148278718909,0.7012965195723816
129,129,831218e6a1a54b23d4be56c5799854e7eb978811b89215319dc138900bd563e6,20,0.050796568627450994,1,1,"(360, 360, 3)",0.4572890025575447,0.0,0.6561742898913951,0.7747453310696095
130,130,8de0b1a2e8f614af29fe5fafeaa5bdf55e6b3e65edf36355f19b707f7649ce2b,11,0.1932521446078432,1,1,"(256, 256, 3)",0.8184615384615384,0.5614867485455721,0.6680901451489686,0.8284415584415585
131,131,cbff60361ded0570e5d50429a1aa51d81471819bc9b38359f03cfef76de0038c,76,0.5027481617647059,0,0,"(256, 320, 3)",0.20742244667981788,0.14641210676167196,0.17668440223770562,0.39537679983345264
132,132,a6593632dcbbe4c9e9429a9cec573d26fd8c91a47d554d315f25e7c2e0280ee3,10,0.1990119485294118,1,1,"(256, 256, 3)",0.777078477078477,0.3952547452547453,0.6618288144603934,0.807594160225739
133,133,c75139ef0546d2240b37afb3219eb74a06b7977818697d5c3138796472483af3,89,0.27753523284313725,1,1,"(256, 256, 3)",0.491654041658263,0.08747710717060456,0.38731339255502906,0.5476344939100269
134,134,f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6,18,0.12503829656862744,1,1,"(256, 256, 3)",0.4948329016521236,0.16075415812257915,0.6720910668279089,0.8118840579710145
135,135,b8fdc02d915206bb2564e1f7da962f2b9d9d491b11afa00a76622b7932366480,21,0.10969669117647056,1,1,"(256, 256, 3)",0.3806205913622793,0.13430735930735932,0.3843432458185438,0.5792950597789307
136,136,608ff81c8a0c8b622f6648a9c7f935d85f0c503f515ef2ac3728387be1953ee8,15,0.18037683823529413,1,1,"(256, 256, 3)",0.45045130308288206,0.1737728937728938,0.2735962077138548,0.7755952380952381
137,137,7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105,75,0.17719822303921567,1,1,"(256, 256, 3)",0.543239432524421,0.06133167169059576,0.5551868741162802,0.7421383300018447
138,138,af8621ef0db8c26b0bce6385bd5609b584bfd678fcf7a234b8a15e6bb05c15ac,22,0.12761948529411765,1,1,"(256, 256, 3)",0.4521513708998913,0.10357142857142856,0.6811038961038961,0.8893892339544515
139,139,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034,20,0.04702052696078432,1,1,"(360, 360, 3)",0.533624633431085,0.0,0.6170196738745126,0.8426928953399541
140,140,b24ea5c268469a95ed155eeaf809e36030b78a2eb530a0cb2380cdc1ccdb7dd1,50,0.23069852941176466,1,1,"(520, 696, 3)",0.5893415196503744,0.3006815642230528,0.6045059338177315,0.6700846136370153
141,141,20b20ab049372d184c705acebe7af026d3580f5fd5a72ed796e3622e1685af2f,289,0.05980392156862745,1,1,"(603, 1272, 3)",0.0,0.0,0.012945003210892892,0.0013888888888888887
142,142,670ebd9d674be236b9bf0b28650ad3f68e1891b06e16a9021fd069ca7ef32b78,20,0.05081188725490197,1,1,"(360, 360, 3)",0.5686781660032434,0.0,0.673029193029193,0.8950764006791173
143,143,619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483,24,0.09710477941176472,1,1,"(256, 256, 3)",0.10269102990033223,0.0,0.2753737061989002,0.4759524000903311
144,144,f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300,26,0.457559095435049,0,0,"(256, 320, 3)",0.39199899287063034,0.43274943665187565,0.3301840791623894,0.5299936284253569
145,145,5ef4442e5b8b0b4cf824b61be4050dfd793d846e0a6800afa4425a2f66e91456,54,0.5141088564644608,0,0,"(256, 320, 3)",0.1917896668672687,0.1269377643290687,0.18899075008521668,0.4014229213007193
146,146,07fb37aafa6626608af90c1e18f6a743f29b6b233d2e427dcd1102df6a916cf5,313,0.2360217524509804,1,1,"(520, 696, 3)",0.1139391947610191,0.005690312738367658,0.1436079550789438,0.4147444525855758
147,147,1c681dfa5cf7e413305d2e90ee47553a46e29cce4f6ed034c8297e511714f867,66,0.2991727941176471,1,1,"(256, 256, 3)",0.28459068944288757,0.06872249069323934,0.2959526356323384,0.4041226330289983
148,148,e50ac10d1dce6496d092d966784ed3795969128ca0bc58199a36d558ed529203,67,0.1143841911764706,1,1,"(256, 256, 3)",0.0585210948710978,0.010230179028132991,0.184276932889362,0.4460030755904329
149,149,fc9269fb2e651cd4a32b65ae164f79b0a2ea823e0a83508c85d7985a6bed43cf,5,0.08972886029411764,1,1,"(256, 256, 3)",0.31575396825396823,0.08,0.4387301587301586,0.6168650793650794
150,150,ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee,65,0.2587699142156863,1,1,"(256, 256, 3)",0.494863190259555,0.1055084186941411,0.4296589187220806,0.5575470018534496
151,151,79dfcbc9361edd3a1ffe81a5bdaa22a197ad1341f3fa64b86a646c2607d6b324,12,0.1871936274509804,1,1,"(520, 696, 3)",0.7196003996003996,0.5395368924161494,0.8015682527191478,0.9446153846153846
152,152,220b37f4ca7cab486d2b71cd87a46ee7411a5aa142799d96ed98015ab5ba538a,1,0.08569240196078433,1,1,"(256, 320, 3)",0.15,0.2,0.7,0.08333333333333333
153,153,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,51,0.0903109681372549,1,1,"(256, 256, 3)",0.2273448892978665,0.021530920060331825,0.3499073241512475,0.3905784229770258
154,154,a65bbfc5673e8053b6ce49f39c79cf3a846fe5cc46dd93105f74fb07cf44606d,134,0.09924938725490197,1,1,"(520, 696, 3)",0.29557704774394383,0.06434890675970957,0.5771150983327555,0.7437481133718344
155,155,2227fd9b01d67c2bcdb407d3205214e6dfeff9fd0725828e3b3651959942ff4a,60,0.31786151960784315,1,1,"(256, 256, 3)",0.13005518563302235,0.1005833304245419,0.16522526676644309,0.4391961884154479
156,156,1b44d22643830cd4f23c9deadb0bd499fb392fb2cd9526d81547d93077d983df,96,0.7420496323529412,1,2,"(1024, 1024, 3)",0.01439091100357669,0.0,0.00391078831019237,0.2861378496547927
157,157,fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69,10,0.12091758578431372,1,1,"(256, 256, 3)",0.4837365249129954,0.20926573426573425,0.6187052713368503,0.7939839572192514
158,158,ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,30,0.15776654411764707,1,1,"(256, 256, 3)",0.12546831712348955,0.048830698287220024,0.16402167277167276,0.4395397294556679
159,159,c304a1fdf3bca2f4b4580d2cac59942e2224a7678001bf5ed9d9852f57708932,253,0.2301240808823529,1,1,"(520, 696, 3)",0.1482394479956422,0.02338739637291033,0.3285638051020681,0.5163022606411247
160,160,d1ba6089cae2f90cb7275ece10ca393c25f60ea17e5c9c3cea2399d31fd41869,22,0.29630055147058826,1,1,"(256, 256, 3)",0.465794461008844,0.161427159796725,0.4002467591793968,0.35371223313033656
161,161,23830d0e51245fc0c9e410efa4c17d2a7d83a0104a3777130119ab892de47a4e,40,0.10513174019607846,1,1,"(256, 256, 3)",0.21511852089074673,0.10321574623377767,0.2564845336803808,0.5161074523393208
162,162,449fe932622db3b49366a260ddd20077219f96fb2dc0f912ad4f60b087876f3b,44,0.09073988970588234,1,1,"(256, 256, 3)",0.27891007818586616,0.04313347599649359,0.28383697800606555,0.4554147118389266
163,163,cf26c41245febfe67c2a1682cc4ee8752ee40ae3e49610314f45923b8bf5b08a,40,0.12576593137254902,1,1,"(256, 256, 3)",0.3703081254996671,0.07192897961588311,0.44032612325103193,0.6215814376423675
164,164,b1e3aeb0c56261c17eb71c747d116057b8da7e8c8a6845bdc01b2b3ee2299229,22,0.09836090686274512,1,1,"(256, 256, 3)",0.2284572094572095,0.07217316017316017,0.43996655518394645,0.6284728652989522
165,165,a6515d73077866808ad4cb837ecdac33612527b8a1041e82135e40fce2bb9380,15,0.23456648284313725,1,1,"(256, 320, 3)",0.2184642375168691,0.23229636518639074,0.27261041790453555,0.3070762862616311
166,166,4ff152d76db095f75c664dd48e41e8c9953fd0e784535883916383165e28a08e,6,0.11350337009803925,1,1,"(256, 256, 3)",0.6547619047619048,0.39035714285714285,0.7047619047619047,0.8158730158730159
167,167,6bd330234b763b77796d4804de8e224881c0fc8dd02650fa708b2edfd8c7461f,25,0.05471813725490196,1,1,"(360, 360, 3)",0.4647570505287897,0.0,0.5561246748420662,0.5404202279202279
168,168,538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e,196,0.062890625,1,1,"(603, 1272, 3)",0.0,0.0,0.0,0.0535930735930736
169,169,fc5452f612a0f972fe55cc677055ede662af6723b5c1615ad539b8a4bd279bdb,32,0.09854473039215686,1,1,"(256, 256, 3)",0.06775174562260336,0.02339105339105339,0.22394269371433723,0.4157261144927179
170,170,d1dbc6ee7c44a7027e935d040e496793186b884a1028d0e26284a206c6f5aff0,17,0.1581265318627451,1,1,"(256, 256, 3)",0.3086669539610716,0.0838095238095238,0.2846060002948548,0.3918109876057446
171,171,1740b0a67ca337ea31648b57c81bcfbb841c7bb5cad185199a9f4da596d531b9,9,0.11299785539215687,1,1,"(256, 256, 3)",0.4565516836105072,0.18722222222222223,0.6294805194805195,0.8324999999999999
172,172,0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe,9,0.15636488970588233,1,1,"(256, 256, 3)",0.5425000000000001,0.24464646464646464,0.5425000000000001,0.6086940836940836
173,173,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,15,0.19825367647058825,1,1,"(256, 256, 3)",0.5793571681729576,0.4009162507636394,0.569534165181224,0.7396549994266712
174,174,5d58600efa0c2667ec85595bf456a54e2bd6e6e9a5c0dff42d807bc9fe2b822e,83,0.751953125,1,2,"(1024, 1024, 3)",0.010112359550561797,0.0,0.02050282156658284,0.3381884654627189
175,175,d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0,126,0.059436274509803926,1,1,"(520, 696, 3)",0.18317461313902977,0.0,0.6526490623429122,0.8457901157854371
176,176,37ed50eea5a1e0bade3e6753793b6caeb061cd4c2f365658c257f69cab1f6288,38,0.11276807598039215,1,1,"(256, 256, 3)",0.040646347452568135,0.01612050739957717,0.23779905344992391,0.3799892581589303
177,177,2abc40c118bc7303592c8bb95a80361e27560854b8971ab34dcf91966575b1f2,18,0.111328125,1,1,"(520, 696, 3)",0.42119761043909654,0.17423132105626385,0.4152422360248448,0.6964984530907452
178,178,9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32,58,0.15263480392156864,1,1,"(256, 320, 3)",0.07333965844402277,0.04878489326765188,0.21014521514521517,0.2388520320408865
179,179,aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615,8,0.10626531862745098,1,1,"(256, 256, 3)",0.29633699633699634,0.16694444444444445,0.5363636363636364,0.6963510101010101
180,180,7af09f98ec299ba0658d759eebc4c34e1c98289ea6ce37f233e9f5e4e2fc84f4,12,0.10152420343137254,1,1,"(256, 256, 3)",0.4474468668586315,0.14701923076923076,0.7081361430331683,0.8208058608058607
181,181,df5cdd0ebe1bdf8dc870bc294b8f08961e083bc7f9be69e268454aa9091808b9,22,0.1365119485294118,1,1,"(512, 640, 3)",0.2446361806470502,0.13782345191040843,0.279191182043109,0.5337705000313696
182,182,e4fc936ba57a936aaa5941ccc70946ab18fcebcb6e8d85a097c584aff9ca4d88,29,0.11054687500000003,1,1,"(256, 256, 3)",0.42354167671409054,0.05409290746331903,0.629672348639122,0.8160185827389912
183,183,ff3407842ada5bc18be79ae453e5bdaa1b68afc842fc22fa618ac6e6599d0bb3,19,0.1602711397058824,1,1,"(520, 696, 3)",0.662489759344598,0.41142732140525007,0.7528891673628515,0.9154285714285711
184,184,aa4d989d262c618ac2793579e200cc71b3767f84698ae5f669867f23cdfe2568,8,0.09474571078431374,1,1,"(256, 256, 3)",0.4266941391941391,0.05833333333333333,0.5766941391941391,0.7916666666666667
185,185,40946065f7e4b6038599fbfd419f2a67e7635b6f89db3ed6c0d67c8801521af1,15,0.4795641513480392,0,0,"(256, 320, 3)",0.28333942272561197,0.2653651332327803,0.2264361326667828,0.4293343653250775
186,186,309ba76b12ecb5ce28b99f3445b2b5dc54c0564c3c0e24c17e4c89a94a5d0535,9,0.07442555147058824,1,1,"(256, 256, 3)",0.17378871128871126,0.06666666666666667,0.3565516836105071,0.6526120937885644
187,187,4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607,98,0.4411963771446078,0,0,"(256, 320, 3)",0.0997947591276491,0.10555857865810525,0.10570822205257031,0.2608289120895583
188,188,08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada,25,0.07064950980392158,1,1,"(360, 360, 3)",0.36631005010315354,0.0,0.491888350598028,0.6139636225843123
189,189,a0de55384fada5cbc46bd7a41f6feeef93b67d088497c7316079ccec39c2a834,68,0.2482077205882353,1,1,"(256, 256, 3)",0.24098023176220287,0.05537894832631675,0.2687940283885403,0.3642521738209149
190,190,13c8ff1f49886e91c98ce795c93648ad8634c782ff57eb928ce29496b0425057,17,0.08209252450980392,1,1,"(256, 256, 3)",0.19084668192219678,0.03125,0.17236663960726933,0.4138433039119537
191,191,88678981648b184b23b6c04999f29210cbe351f85b61d2bf99e306fd67a2998a,10,0.14088541666666665,1,1,"(256, 256, 3)",0.36645576645576644,0.21132867132867134,0.6244652406417113,0.8345238095238094
192,192,24a20f2a529cede5695df2422a3986505b5826bb10b10781d6db2074cf3de7b3,34,0.5326612369791667,0,0,"(256, 320, 3)",0.3197277853748442,0.22266637126643252,0.37505432202206396,0.3714790917143858
193,193,785555c0cbb49dad835635217085287a8cc61c27d26f0e106b70c1dfd05784dc,19,0.24067095588235296,1,1,"(256, 256, 3)",0.19650724637681158,0.10439797616571071,0.29708058849363195,0.4305780524770294
194,194,3477024fd843e46097840360f9cdee24b76bf5c593ed27a9aee7a5728a06aa51,23,0.2200674019607844,1,1,"(520, 696, 3)",0.7466636805397794,0.4803598389017691,0.8404599303135887,0.9055555555555556
195,195,b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2,23,0.27753523284313725,1,1,"(256, 256, 3)",0.460929129350182,0.24635897435897433,0.4710295818047534,0.4673371253492957
196,196,2f929b067a59f88530b6bfa6f6889bc3a38adf88d594895973d1c8b2549fd93d,52,0.1147058823529412,1,1,"(256, 256, 3)",0.03031090033122553,0.0036363636363636364,0.09576150058165443,0.3338267664538851
197,197,b1f23c4d27afed8af7b6b64793a3760bfea31b65f582d48aaa62d2b988ef2eac,126,0.08648897058823532,1,1,"(520, 696, 3)",0.26825478594157726,0.010184464920257541,0.6045935844508521,0.7280985199007439
198,198,29dd28df98ee51b4ab1a87f5509538ecc3e4697fc57c40c6165658f61b0d8e3a,56,0.09883578431372547,1,1,"(256, 256, 3)",0.25022913418891013,0.09887952886072461,0.5001236023982848,0.6368920375641564
199,199,514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef,21,0.04716605392156863,1,1,"(360, 360, 3)",0.47966278096426834,0.0,0.6391062504746715,0.8431372549019607
200,200,e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776,11,0.2099800857843137,1,1,"(256, 256, 3)",0.6736596736596737,0.35574229691876746,0.5097707847707846,0.7362121212121212
201,201,92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,10,0.5829104856004903,0,0,"(256, 320, 3)",0.19727272727272727,0.1765151515151515,0.19595959595959594,0.4839316239316239
202,202,d4d88391bc399a3715440d4da9f8b7a973e010dc1edd9551df2e5a538685add5,24,0.05473345588235295,1,1,"(360, 360, 3)",0.31075446292837594,0.0,0.5538311688311689,0.6642495126705652
203,203,b4d902d42c93dea77b541456f8d905f35eeb24fc3a5b0b15b5678d78e0aabe0c,17,0.19264705882352945,1,1,"(256, 256, 3)",0.7406746031746032,0.3125873590347274,0.5669498858629293,0.7535480054090602
204,204,f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5,17,0.039238664215686274,1,1,"(360, 360, 3)",0.5040529130312412,0.0,0.6442188832054561,0.7336890968508616
205,205,84e642d75ae6ece8147272418b6fe13d04db8d076fe306c4acedc329fceab564,19,0.1318780637254902,1,1,"(256, 256, 3)",0.3798482371937749,0.11420217209690893,0.6206775832862789,0.7370524862312522
206,206,44ab6a09eedee848b072ea3acd0f4e781f9c43b8d4e3d62598e1024584bf0b01,34,0.12606464460784314,1,1,"(256, 256, 3)",0.2967086954398984,0.194350374242861,0.4641036276591365,0.5313667986835899
207,207,c35e6e3ea39a718e1b7aff66e4cc678efd662f9b5336b74d69c1d6bca7aaf288,39,0.14269301470588236,1,1,"(256, 256, 3)",0.44521457600642805,0.11153506183993989,0.5979984312709583,0.7855262825851062
208,208,93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,6,0.2652573529411765,1,1,"(256, 256, 3)",0.54,0.7,0.7,0.5900000000000001
209,209,245b995878370ef4ea977568b2b67f93d4ecaa9308761b9d3e148e0803780183,54,0.10618872549019608,1,1,"(256, 256, 3)",0.04148870276779722,0.0017543859649122805,0.1556055089608332,0.2983865366268955
210,210,ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce,43,0.13334099264705884,1,1,"(256, 256, 3)",0.4368540053742561,0.09305868434330254,0.608605964446685,0.666023425054046
211,211,55ff2b0ec48b76e10c7ee18add5794005cd551697f96af865c763d50da78dd9c,20,0.11005667892156863,1,1,"(256, 256, 3)",0.3218021768130002,0.12003615949268125,0.5103196375485444,0.3761821848246531
212,212,4217e25defac94ff465157d53f5a24b8a14045b763d8606ec4a97d71d99ee381,132,0.7378063725490196,1,2,"(1024, 1024, 3)",0.009345794392523364,0.0,0.01199367088607595,0.2646362972900983
213,213,aaa52100fafaa50877e777229cdf6cde7c422f145ff6719449b80631d9a3b0f6,141,0.061550245098039226,1,1,"(520, 696, 3)",0.17320492695031645,0.0016129032258064516,0.6294000308351639,0.7644421717631185
214,214,f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d,25,0.07094822303921569,1,1,"(360, 360, 3)",0.26083494689902015,0.0,0.402476076555024,0.462048785064265
215,215,ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716,19,0.4923345840992647,0,0,"(256, 320, 3)",0.10779020837725772,0.08314413484692122,0.08816055464331327,0.2386687386687387
216,216,623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1,23,0.09702052696078434,1,1,"(256, 256, 3)",0.2918778280542987,0.09741927637579811,0.3511688045093217,0.4814474803058011
217,217,e5a6c5e01e6a4ef676a2d975374e995dd55792ea317a8e110bebc37da83a4ce8,26,0.07104013480392157,1,1,"(520, 696, 3)",0.2706489451381092,0.0,0.6532984227990918,0.6026893201361286
218,218,61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e,101,0.06328125,1,1,"(520, 696, 3)",0.2157505584287273,0.004395604395604396,0.6142545146850458,0.7973101904368922
219,219,1b6044e4858a9b7cee9b0028d8e54fbc8fb72e6c4424ab5b9f3859bfc72b33c5,39,0.144561887254902,1,1,"(256, 256, 3)",0.5871974538782488,0.21558724453744257,0.6137469670802733,0.7673570080576066
220,220,2dec81a678ddcac2b110acffe82427d857695180bd841e3f9736a554acf832af,25,0.2416743259803921,1,1,"(520, 696, 3)",0.8280798149219202,0.5417398367398366,0.7559092035178991,0.9286153846153846
221,221,1f0008060150b5b93084ae2e4dabd160ab80a95ce8071a321b80ec4e33b58aca,27,0.05115655637254903,1,1,"(360, 360, 3)",0.3981494467819854,0.0,0.5852451257182715,0.6504415713546148
222,222,c2a646a819f59a4e816e0ee8ea00ba10d5de9ac20b5a435c41192637790dabee,64,0.2670496323529412,1,1,"(256, 256, 3)",0.6464554989229638,0.10601818142999467,0.5806219381395266,0.6298243681217193
223,223,516a0e20327d6dfcedcf57e3056115e4fb29cdf4cb349003bdfc75c9b7f5c2cf,22,0.058884803921568626,1,1,"(360, 360, 3)",0.3477014101795365,0.0,0.5374606689702283,0.5162912938454735
224,224,a90cad45551d62c5cfa89517df8eb5e8f2f87f1a6e6678e606907afcbad91731,140,0.14463848039215685,1,1,"(520, 696, 3)",0.2189080643204644,0.005549606299212599,0.44476548537714927,0.6670440276414347
225,225,fd8065bcb1afdbed19e028465d5d00cd2ecadc4558de05c6fa28bea3c817aa22,52,0.09367340686274513,1,1,"(256, 256, 3)",0.06717592289384076,0.003389830508474576,0.21566400574287742,0.46994744372809
226,226,6af82abb29539000be4696884fc822d3cafcb2105906dc7582c92dccad8948c5,45,0.2369025735294118,1,1,"(256, 256, 3)",0.598660748379767,0.15831042794667388,0.46203874582451254,0.5495629555800805
227,227,797945873ca2a95f028671714b71eb3f883efe9dae7fcd3fc0ea1521efb73aaa,22,0.06677389705882351,1,1,"(360, 360, 3)",0.38676053639846747,0.0,0.6267020898272223,0.8082090490155005
228,228,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,24,0.06265318627450983,1,1,"(360, 360, 3)",0.41903584018801415,0.0,0.6719839381008798,0.864850063447539
229,229,1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180,136,0.079296875,1,1,"(520, 696, 3)",0.23371199636968681,0.02601051645998772,0.6001478026168792,0.7873259184300657
230,230,cfabf7379c5591d40aa4a20c86b4197c6a25ab55887a9fca4f06c2dfc0f0e973,25,0.058884803921568626,1,1,"(360, 360, 3)",0.326772185443585,0.0,0.6999554865424431,0.7081441674267761
231,231,45cc00f2ef95da6698bf590663e319d7c0ed4fb99d42dd3cf4060887da74fb81,16,0.05905330882352941,1,1,"(360, 360, 3)",0.38102756892230577,0.0,0.577094887757027,0.717921998624011
232,232,4193474b2f1c72f735b13633b219d9cabdd43c21d9c2bb4dfc4809f104ba4c06,12,0.4547407529105392,0,0,"(256, 320, 3)",0.12810457516339868,0.12284382284382282,0.12105263157894734,0.4247474747474748
233,233,0e5edb072788c7b1da8829b02a49ba25668b09f7201cf2b70b111fc3b853d14f,28,0.15743719362745098,1,1,"(256, 256, 3)",0.5820369072649384,0.2545572972574913,0.6978266612066927,0.8277614456980418
234,234,12f89395ad5d21491ab9cec137e247652451d283064773507d7dc362243c5b8e,78,0.31038602941176474,1,1,"(256, 256, 3)",0.4765079487576549,0.1490669144276237,0.3774268417920674,0.5474148116807963
235,235,3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90,23,0.33383118872549017,1,1,"(256, 256, 3)",0.384586306521329,0.209892975445607,0.2783612040133779,0.5573060650363282
236,236,e49fc2b4f1f39d481a6525225ab3f688be5c87f56884456ad54c953315efae83,69,0.4598433363970589,0,0,"(256, 320, 3)",0.23345538461137255,0.17637029233790943,0.2517633066729349,0.2636210242280459
237,237,317832f90f02c5e916b2ac0f3bcb8da9928d8e400b747b2c68e544e56adacf6b,41,0.15197610294117653,1,1,"(256, 256, 3)",0.6165647787657569,0.17607723941747072,0.5321805963843268,0.7534066045049229
238,238,2869fad54664677e81bacbf00c2256e89a7b90b69d9688c9342e2c736ff5421c,22,0.051256127450980384,1,1,"(360, 360, 3)",0.46176734449760765,0.0,0.5500004400633691,0.8003300038953688
239,239,615985773f1469fbc00915b3e82d1d4942051c09ddea2667e37ad361ed2e9d59,35,0.1175398284313726,1,1,"(256, 256, 3)",0.18750417557190346,0.06076902629534209,0.3364048002376824,0.4859310055610741
240,240,602f267432e7a573e1092f1cf48135c82d0fbc8722bc028b9330ec801a40bb18,19,0.10251225490196078,1,1,"(520, 696, 3)",0.24410951951274534,0.016666666666666666,0.5739902850772416,0.7094668489405331
241,241,1e61ecf354cb93a62a9561db87a53985fb54e001444f98112ed0fc623fad793e,6,0.2520220588235294,1,1,"(256, 256, 3)",0.7790909090909091,0.8047619047619048,0.7414285714285714,0.6611111111111111
242,242,4948e3dfe0483c2198b9616612071ead5474dffd223071cf0a567aea9aca0b9e,22,0.051202512254901966,1,1,"(360, 360, 3)",0.3724172673021778,0.0,0.45026736477503737,0.6651515151515152
243,243,be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187,18,0.481248073682598,0,0,"(256, 320, 3)",0.2621284986083748,0.2379485390994342,0.22499682176455632,0.64612998843262
244,244,9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a,99,0.21052389705882354,1,1,"(256, 256, 3)",0.5322134239862331,0.06337494834658777,0.40595307762274546,0.6664662345230489
245,245,5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991,36,0.07041973039215686,1,1,"(360, 360, 3)",0.23670007342944593,0.0,0.5219964819443772,0.5238917748917751
246,246,0121d6759c5adb290c8e828fc882f37dfaf3663ec885c663859948c154a443ed,86,0.5983739981617647,0,0,"(256, 320, 3)",0.14088113756150228,0.18155878698755432,0.15129992440421777,0.2606185085699177
247,247,c04fa1a74a980d790ba6f3e595fd9851f14370bb71c7cbb7846c33ca9d72687f,56,0.2099800857843137,1,1,"(256, 256, 3)",0.5004865668818087,0.18613049562869685,0.4191852284536563,0.7273102216147159
248,248,f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55,57,0.09325980392156864,1,1,"(256, 256, 3)",0.16223700707307265,0.07723837494653737,0.3936577006483388,0.44409493101342573
249,249,dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,21,0.062477022058823536,1,1,"(360, 360, 3)",0.4273580456517638,0.0,0.5603654188948306,0.5202606358111267
250,250,193ffaa5272d5c421ae02130a64d98ad120ec70e4ed97a72cdcd4801ce93b066,157,0.2578048406862745,1,1,"(520, 696, 3)",0.04086758670520594,0.0,0.03946107250312795,0.5361664088341583
251,251,4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4,30,0.5435342087928922,0,0,"(256, 320, 3)",0.35379263151708973,0.08101132583891205,0.11392271147545105,0.5211987818383167
252,252,8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf,7,0.16467524509803924,1,1,"(256, 256, 3)",0.6566666666666667,0.3396825396825397,0.7205555555555556,0.9166666666666666
253,253,0bf4b144167694b6846d584cf52c458f34f28fcae75328a2a096c8214e01c0d0,57,0.08686427696078433,1,1,"(256, 256, 3)",0.09203521600948071,0.0020833333333333333,0.3842237849760174,0.5144005672537845
254,254,e216ec5063d3562b793e434c491051bd8867f6c2e571e41137c7c560cc0e6a03,21,0.22559742647058825,1,1,"(256, 256, 3)",0.4071487164914275,0.09304265565875473,0.2937462863933452,0.4122938685456033
255,255,7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770,101,0.791015625,1,2,"(1024, 1024, 3)",0.016071855673625585,0.0,0.0077210255885104325,0.2056437499954488
256,256,12aeefb1b522b283819b12e4cfaf6b13c1264c0aadac3412b4edd2ace304cb40,124,0.17534466911764707,1,1,"(520, 696, 3)",0.2130385191862329,0.01894578213142461,0.32379399992924496,0.444594571252326
257,257,709e094e39629a9ca21e187f007b331074694e443db40289447c1111f7e267e7,22,0.4484276087622549,0,0,"(256, 320, 3)",0.3925807282485839,0.3864956626433945,0.36712914532708585,0.4604074415287229
